word,count_in_spam,count_in_nonspam,P(word),P(non-spam),P(spam),P(word|spam),P(word|nonspam),P(spam|word),P(non_spam|word)
rpaduano,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
manoeuvre,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
fowarded,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
otaylor,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
tbrown,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
univeristy,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mgimble,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
depenendent,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
geometrical,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mcandrews,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hakeem,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ydol,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
fairmont,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
riskfree,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
zalozyciel,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
lasdon,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
crowder,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
geysers,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cgpl,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
meclcher,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
integrat,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gulyassy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
yardstick,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
fossum,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shalesh,0,117,9e-05,0.761173,0.238827,0.0,0.000113,0.0,0.958102
aked,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vicent,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
provoking,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
calculational,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
perpetrates,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dn,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
loophole,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
inadvisability,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hyde,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
nison,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
quicktrade,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
yolanda,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
fcc,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
travlling,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hugs,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
imbalances,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vanderbilt,0,21,1.6e-05,0.761173,0.238827,0.0,2e-05,0.0,0.958102
keynoted,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
vera,0,32,2.5e-05,0.761173,0.238827,0.0,3.1e-05,0.0,0.958102
lemme,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
kturley,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
michol,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
baal,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
westlb,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
jesli,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
isero,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
americancentury,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reconfigured,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
ego,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
competitively,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
colleen,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
piso,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shanbhogue,0,271,0.000209,0.761173,0.238827,0.0,0.000263,0.0,0.958102
redefining,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
refunds,0,8,6e-06,0.761173,0.238827,0.0,8e-06,0.0,0.958102
schaefer,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
volkswagen,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hullo,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mckey,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
henryhub,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
qchenl,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
kingsgate,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dipak,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
xiaojun,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
iafe,0,28,2.2e-05,0.761173,0.238827,0.0,2.7e-05,0.0,0.958102
perceived,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
infinitesimal,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
contiguity,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
richardson,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
kimberlain,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
evaporated,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shorter,0,25,1.9e-05,0.761173,0.238827,0.0,2.4e-05,0.0,0.958102
authoring,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
mistaken,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
jarradh,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wchodzi,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
opiniion,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
zeby,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
pinsky,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
excessively,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mindspring,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
rationalized,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
alec,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
patio,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dowell,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
aeronautic,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
supergoal,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
overboard,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sincerest,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
efficiencies,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
wolfram,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
macro,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
pledged,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
emisji,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
involcvement,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
casy,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
nikita,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
dezember,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
golfers,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
soared,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
ilan,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
detectable,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
froward,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
gentilini,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
zakopanem,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
krajan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
usair,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
shales,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
solo,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
merten,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
rvsvh,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
wolfin,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
hochmuth,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
wortham,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
soneone,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
beverage,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
althea,0,27,2.1e-05,0.761173,0.238827,0.0,2.6e-05,0.0,0.958102
revive,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
exceeding,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
deviation,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
swingopt,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
preussenelektra,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
liie,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
flyers,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
unfunded,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
goldman,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
touching,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
coordinated,0,12,9e-06,0.761173,0.238827,0.0,1.2e-05,0.0,0.958102
luncheons,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
isolate,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dinner,0,397,0.000306,0.761173,0.238827,0.0,0.000385,0.0,0.958102
hazel,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
umbower,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
affords,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gandhi,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
mcrosno,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
supposedly,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
athas,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
reiterating,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
weglein,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sucheta,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sunday,0,131,0.000101,0.761173,0.238827,0.0,0.000127,0.0,0.958102
naderite,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
deployed,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
schwertner,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sallow,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
conveniently,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
differential,0,13,1e-05,0.761173,0.238827,0.0,1.3e-05,0.0,0.958102
rano,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
behaviors,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
srike,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shortening,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
realm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
geholfen,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
vshanbh,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
ppt,0,29,2.2e-05,0.761173,0.238827,0.0,2.8e-05,0.0,0.958102
wieloma,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
comparing,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
exposures,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
neglected,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
podczas,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
accountable,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
midwest,0,10,8e-06,0.761173,0.238827,0.0,1e-05,0.0,0.958102
dyer,0,31,2.4e-05,0.761173,0.238827,0.0,3e-05,0.0,0.958102
osler,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
factories,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
availbale,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
riverflows,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
roznych,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
taperry,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
foounder,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
heisler,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
thislast,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rooml,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ekao,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bpf,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sox,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
syacmorenet,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
walton,0,69,5.3e-05,0.761173,0.238827,0.0,6.7e-05,0.0,0.958102
postions,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
multilateral,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
columbo,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mieszkanie,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
goering,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
phelim,0,16,1.2e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
wydarzenia,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
fang,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
residences,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pleinlaan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
eckels,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
debuted,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
detlef,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
crow,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
agresti,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bernstein,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
gustavop,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
darrell,0,52,4e-05,0.761173,0.238827,0.0,5e-05,0.0,0.958102
bombastic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wicusiowi,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wt,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rollup,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
disrupted,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sgabriel,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
incentivize,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
enthusuastic,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
anticipitory,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
jmccauley,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
baton,0,22,1.7e-05,0.761173,0.238827,0.0,2.1e-05,0.0,0.958102
violating,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
oerations,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
speedwell,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
bjp,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
xpress,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
iastate,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
ietf,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
mandarin,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
harkness,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
drastically,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
abundantly,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
bowers,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
refusing,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
anaylst,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
emergence,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ozt,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
revspktemp,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
danka,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sebs,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
cagan,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mamy,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
padamsinh,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
zlozyli,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
elbertson,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hammers,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
aids,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
muehe,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
heath,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
wszystko,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
anyway,0,70,5.4e-05,0.761173,0.238827,0.0,6.8e-05,0.0,0.958102
haughton,0,11,8e-06,0.761173,0.238827,0.0,1.1e-05,0.0,0.958102
deference,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
jail,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ensurance,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
tcu,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
peikert,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
paralle,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
spudeck,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
cfa,0,14,1.1e-05,0.761173,0.238827,0.0,1.4e-05,0.0,0.958102
brasseaux,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
schumack,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
linkage,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
zhan,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
djcustomclips,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
aduit,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
sandman,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
dawson,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
aleksander,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
lande,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
karthik,0,16,1.2e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
dunnaway,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
quarries,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shoddy,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pppwd,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
unify,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
raghuram,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
hargrave,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
zdrowia,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
pewnie,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
timesheet,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
wylatuje,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cene,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
ceremony,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
klussmann,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
donuts,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mathewes,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
mhotmailbc,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
metall,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
berkeland,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
rickard,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
spreadaso,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
desai,0,5,4e-06,0.761173,0.238827,0.0,5e-06,0.0,0.958102
easo,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
hickson,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
overo,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
matematyczno,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hannon,0,27,2.1e-05,0.761173,0.238827,0.0,2.6e-05,0.0,0.958102
comptroller,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
wochenenden,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
precip,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
slap,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
switches,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
fractionator,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
amir,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
generously,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
doable,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
touche,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
colm,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
czesc,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
colder,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
inwiefern,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
sprdopt,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
riskgrades,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hartfield,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
pbr,0,2,2e-06,0.761173,0.238827,0.0,2e-06,0.0,0.958102
sgillan,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
shuttering,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
disrespected,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
theer,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
snacks,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
offensive,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
dabhol,0,174,0.000134,0.761173,0.238827,0.0,0.000169,0.0,0.958102
rampini,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
rotations,0,16,1.2e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
dayao,0,7,5e-06,0.761173,0.238827,0.0,7e-06,0.0,0.958102
coal,0,44,3.4e-05,0.761173,0.238827,0.0,4.3e-05,0.0,0.958102
sunsets,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
hayden,0,17,1.3e-05,0.761173,0.238827,0.0,1.6e-05,0.0,0.958102
conceivable,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
eei,0,23,1.8e-05,0.761173,0.238827,0.0,2.2e-05,0.0,0.958102
wade,0,71,5.5e-05,0.761173,0.238827,0.0,6.9e-05,0.0,0.958102
calspreadopt,0,6,5e-06,0.761173,0.238827,0.0,6e-06,0.0,0.958102
jederzeit,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
meble,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cefi,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
cmlucas,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
evenpoint,0,1,1e-06,0.761173,0.238827,0.0,1e-06,0.0,0.958102
genset,0,4,3e-06,0.761173,0.238827,0.0,4e-06,0.0,0.958102
lair,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
pappas,0,3,2e-06,0.761173,0.238827,0.0,3e-06,0.0,0.958102
